gene	symbol	biotype
ENSG00000223972.5	DDX11L1
ENSG00000255236.2	CTD-2655K5.1
ENSG00000110066.14	SUV420H1
ENSG00000171067.10	C11orf24
XLOC_009185	NotAvail
G014388	Unknown
G014389	Unknown
CRCAG_019191	NotAvail
G014390	Unknown
ENSG00000162337.11	LRP5
G014391	Unknown
G014393	Unknown
ENSG00000110075.14	PPP6R3
ENSG00000254856.1	NDUFA3P2
ENSG00000222339.1	AP000807.2
ENSG00000212093.1	AP000807.1
G014395	Unknown
ENSG00000260808.1	CTD-2007L18.5
ENSG00000266854.1	AP003096.1
G014401	Unknown
ENSG00000069482.6	GAL
G014404	Unknown
ENSG00000132749.10	MTL5
G014406	Unknown
ENSG00000110090.12	CPT1A
G014408	Unknown
G014409	Unknown
G014410	Unknown
G014411	Unknown
G014412	Unknown
G014414	Unknown
ENSG00000250508.1	RP11-757G1.6
G014416	Unknown
G014417	Unknown
ENSG00000197345.12	MRPL21
ENSG00000132740.8	IGHMBP2
ENSG00000255741.1	RP11-757G1.5
G014422	Unknown
G014423	Unknown
G014425	Unknown
ENSG00000172938.3	MRGPRD
G014428	Unknown
XLOC_009187	NotAvail
ENSG00000261625.1	RP11-554A11.4
ENSG00000261276.1	RP11-554A11.5
ENSG00000172935.8	MRGPRF
ENSG00000256508.2	MRGPRF-AS1
G014434	Unknown
G014435	Unknown
ENSG00000162341.15	TPCN2
G014437	Unknown
G014438	Unknown
ENSG00000265539.1	MIR3164
ENSG00000260895.1	RP11-554A11.7
G014440	Unknown
G014442	Unknown
G014444	Unknown
ENSG00000261070.1	RP11-554A11.8
ENSG00000259799.1	RP11-554A11.9
G014446	Unknown
XLOC_009189	NotAvail
G014448_grp1	Unknown
XLOC_009483	NotAvail
XLOC_009190	NotAvail
G014450	Unknown
G014448_grp2	Unknown
G014451	Unknown
LCAG_010630	NotAvail
ENSG00000172927.7	MYEOV
ENSG00000213275.2	IFITM9P
XLOC_009484	NotAvail
G014456	Unknown
ENSG00000260877.1	RP11-211G23.2
G014457	Unknown
G014454	Unknown
G014458	Unknown
ENSG00000259854.1	RP11-211G23.1
G014460	Unknown
ENSG00000255980.1	AP000439.1
G014461	Unknown
ENSG00000255606.1	AP000439.2
G014462	Unknown
G014465	Unknown
ENSG00000261347.1	AP000439.5
G014467	Unknown
XLOC_009485	NotAvail
ENSG00000255774.1	AP000439.3
LINC01488	LINC01488
G014469	Unknown
G014468	Unknown
G014470	Unknown
G014471	Unknown
G014472	Unknown
G014473	Unknown
G014474	Unknown
G014475	Unknown
ENSG00000110092.3	CCND1
ENSG00000149716.12	ORAOV1
G014480	Unknown
ENSG00000281781.1	AP001888.1
G014481	Unknown
G014482	Unknown
ENSG00000162344.3	FGF19
G014484	Unknown
G014486	Unknown
ENSG00000256441.1	RP11-300I6.5
G014488	Unknown
G014489	Unknown
G014492	Unknown
G014493	Unknown
ENSG00000075388.3	FGF4
G014495	Unknown
G014497	Unknown
ENSG00000186895.2	FGF3
G014499	Unknown
LCAG_011531	NotAvail
G014500	Unknown
G014502	Unknown
XLOC_009195	NotAvail
G014503	Unknown
ENSG00000260348.1	RP11-643C9.1
ENSG00000260679.1	RP11-643C9.2
G014504	Unknown
G014505	Unknown
CRCAG_019208	NotAvail
CRCAG_020083	NotAvail
ENSG00000255191.1	RP11-626H12.1
ENSG00000254605.1	RP11-626H12.2
CRCAG_019209	NotAvail
G014507	Unknown
ENSG00000248844.6	RP11-626H12.3
XLOC_009196	NotAvail
ENSG00000254417.1	ANO1-AS2
ENSG00000202070.1	RNU6-1175P
ENSG00000131620.17	ANO1
G014508	Unknown
ENSG00000255143.1	RP11-805J14.3
G014509	Unknown
ENSG00000254902.1	ANO1-AS1
G014511	Unknown
ENSG00000168040.4	FADD
ENSG00000254721.1	RP11-805J14.5
G014514	Unknown
G014517	Unknown
G014518	Unknown
ENSG00000131626.15	PPFIA1
ENSG00000255329.1	H2AFZP4
ENSG00000254604.1	AP000487.6
ENSG00000221333.1	MIR548K
ENSG00000254484.1	CTA-797E19.1
ENSG00000255539.1	CTA-797E19.2
ENSG00000254495.1	AP000487.4
G014523	Unknown
ENSG00000246889.2	AP000487.5
ENSG00000085733.15	CTTN
G014526	Unknown
ENSG00000162105.16	SHANK2
ENSG00000227726.1	AP001271.3
G014532	Unknown
ENSG00000279459.1	RP11-826F13.1
ENSG00000226627.1	SHANK2-AS1
ENSG00000236262.1	SHANK2-AS2
G014535	Unknown
G014536	Unknown
ENSG00000207196.1	Y_RNA
ENSG00000280089.1	CMB9-52H4.1
G014537	Unknown
G014538	Unknown
ENSG00000171671.6	SHANK2-AS3
ENSG00000263744.1	MIR3664
G014540	Unknown
G014542_grp1	Unknown
G014544	Unknown
G014542_grp2	Unknown
G014547	Unknown
G014548	Unknown
G014549	Unknown
G014550	Unknown
G014552	Unknown
G014553	Unknown
G014554	Unknown
XLOC_009198	NotAvail
G014555	Unknown
G014556	Unknown
G014557	Unknown
G014558	Unknown
G014559	Unknown
G014560	Unknown
G014561	Unknown
ENSG00000172900.11	FLJ42102
G014563	Unknown
G014565	Unknown
G014567	Unknown
ENSG00000172893.15	DHCR7
ENSG00000254682.1	RP11-660L16.2
ENSG00000172890.11	NADSYN1
ENSG00000278349.1	MIR6754
XLOC_009493	NotAvail
ENSG00000254924.2	RP11-684B2.3
G014572	Unknown
ENSG00000204572.7	KRTAP5-10
ENSG00000244411.3	KRTAP5-7
ENSG00000241233.2	KRTAP5-8
ENSG00000254997.3	KRTAP5-9
ENSG00000248903.1	AP000867.14
ENSG00000204571.5	KRTAP5-11
ENSG00000249387.1	KRTAP5-14P
ENSG00000184055.4	OR7E87P
ENSG00000255562.2	UNC93B6
G014581	Unknown
ENSG00000255261.1	OR7E4P
ENSG00000255415.1	RP11-684B2.5
G014583	Unknown
CRCAG_019221	NotAvail
G014585	Unknown
G014586_grp1	Unknown
G014586_grp2	Unknown
ENSG00000221458.1	AP003498.1
ENSG00000239481.1	RPS3AP41
G014587	Unknown
ENSG00000254805.1	SNRPCP14
ENSG00000254972.1	RP11-167J8.3
ENSG00000255319.5	ENPP7P8
G014589	Unknown
G014584	Unknown
G014590	Unknown
G014592	Unknown
ENSG00000158483.15	FAM86C1
ENSG00000248671.7	ALG1L9P
ENSG00000254978.2	ALG1L9P
ENSG00000264091.1	AP002495.1
ENSG00000214534.4	ZNF705E
ENSG00000184276.2	DEFB108B
ENSG00000252902.1	RNA5SP342
ENSG00000255157.1	CTD-2313N18.8
ENSG00000254469.7	RP11-849H4.2
ENSG00000225805.4	CTD-2313N18.7
XLOC_009494	NotAvail
ENSG00000228915.3	OR7E128P
ENSG00000254593.1	OR7E126P
ENSG00000266859.1	AP000719.1
ENSG00000137522.17	RNF121
ENSG00000255296.1	RP11-757C15.4
ENSG00000137496.17	IL18BP
ENSG00000137497.17	NUMA1
ENSG00000251143.1	RP11-849H4.4
ENSG00000263742.1	MIR3165
ENSG00000212089.1	AP002490.1
ENSG00000184154.12	LRTOMT
ENSG00000149357.9	LAMTOR1
ENSG00000110200.8	ANAPC15
ENSG00000110203.8	FOLR3
ENSG00000257075.1	RPEP6
ENSG00000256518.2	RP11-807H22.5
ENSG00000204971.3	RP11-807H22.7
G014612	Unknown
ENSG00000255860.2	RP11-807H22.6
ENSG00000110195.11	FOLR1
ENSG00000165457.13	FOLR2
ENSG00000165458.13	INPPL1
ENSG00000165462.5	PHOX2A
ENSG00000228286.3	AP000593.5
G014618	Unknown
ENSG00000213365.3	AP000593.6
G014620	Unknown
ENSG00000162129.12	CLPB
ENSG00000255843.1	AP000593.7
ENSG00000256739.1	RP11-45F15.1
ENSG00000255672.1	RP11-45F15.2
ENSG00000256403.1	RP11-7N14.1
G014623	Unknown
ENSG00000237408.1	ART2BP
ENSG00000238048.1	ART2P
G014627	Unknown
XLOC_009497	NotAvail
ENSG00000276109.1	RP11-169D4.3
ENSG00000274664.1	RP11-169D4.4
ENSG00000227467.3	LINC01537
ENSG00000186642.15	PDE2A
ENSG00000256633.1	RP11-169D4.2
G014633	Unknown
ENSG00000272036.1	MIR139
ENSG00000251919.1	RNU7-105P
ENSG00000255808.1	RP11-31L22.3
G014635	Unknown
LCAG_011551	NotAvail
ENSG00000186635.14	ARAP1
ENSG00000256007.1	ARAP1-AS1
ENSG00000245148.2	ARAP1-AS2
ENSG00000244134.1	RPS12P20
ENSG00000214530.7	STARD10
ENSG00000202522.1	Y_RNA
ENSG00000265064.1	MIR4692
XLOC_009498	NotAvail
ENSG00000168010.10	ATG16L2
G014641	Unknown
ENSG00000137478.14	FCHSD2
ENSG00000206638.1	RNU6-672P
MIR4459_DUP2	MIR4459
ENSG00000234751.1	AP002381.2
XLOC_009206	NotAvail
XLOC_009499	NotAvail
G014645_grp1	Unknown
ENSG00000256568.1	RP11-800A3.3
G014645_grp2	Unknown
G014645_grp3	Unknown
XLOC_009207	NotAvail
XLOC_009500	NotAvail
ENSG00000215841.3	RP11-800A3.2
ENSG00000175591.11	P2RY2
ENSG00000260401.1	RP11-800A3.4
G014649	Unknown
G014650	Unknown
ENSG00000256347.1	OR8R1P
XLOC_009208	NotAvail
ENSG00000171631.14	P2RY6
G014651	Unknown
ENSG00000257038.1	RP11-800A3.7
ENSG00000110237.3	ARHGEF17
ENSG00000054967.12	RELT
G014655	Unknown
ENSG00000256928.1	RP11-809N8.2
ENSG00000054965.10	FAM168A
ENSG00000256448.5	RP11-809N8.4
ENSG00000255786.1	RP11-809N8.6
ENSG00000256148.1	RP11-809N8.5
ENSG00000231726.2	HMGN2P38
G014658	Unknown
ENSG00000270323.1	AP000860.2
ENSG00000021300.13	PLEKHB1
G014660	Unknown
G014661	Unknown
ENSG00000175582.19	RAB6A
ENSG00000255928.1	RP11-456I15.2
ENSG00000256034.1	RP11-707G14.1
G014666	Unknown
ENSG00000175581.13	MRPL48
ENSG00000199975.1	RN7SKP243
ENSG00000256681.1	CCDC58P5
ENSG00000181924.6	COA4
ENSG00000175575.12	PAAF1
G014674	Unknown
ENSG00000256898.1	RP11-707G14.8
G014675	Unknown
ENSG00000187726.8	DNAJB13
ENSG00000255847.5	RP11-167N4.2
ENSG00000175567.8	UCP2
ENSG00000256189.1	RP11-167N4.5
ENSG00000256723.1	RP11-167N4.4
ENSG00000175564.12	UCP3
ENSG00000168014.16	C2CD3
G014680	Unknown
G014681	Unknown
ENSG00000256098.1	RP11-691F15.1
ENSG00000214517.8	PPME1
ENSG00000200649.1	RNA5SP343
ENSG00000280269.1	AP000577.2
ENSG00000149380.11	P4HA3
ENSG00000206913.1	SNORA7
ENSG00000246211.2	RP11-632K5.3
G014691	Unknown
ENSG00000165434.7	PGM2L1
ENSG00000212961.4	HNRNPA1P40
ENSG00000254631.5	RP11-702H23.4
ENSG00000264402.1	MIR548AL
ENSG00000255440.1	RP11-632K5.2
G014695	Unknown
G014696	Unknown
G014697	Unknown
ENSG00000175538.10	KCNE3
ENSG00000254928.1	RP11-702H23.6
G014700	Unknown
G014701	Unknown
ENSG00000255444.1	CYCSP27
ENSG00000254974.1	RP11-702H23.2
G014705	Unknown
ENSG00000175536.6	LIPT2
ENSG00000254837.2	AP001372.2
ENSG00000077514.8	POLD3
G014706	Unknown
G014707	Unknown
G014708	Unknown
G014709	Unknown
G014710	Unknown
G014711	Unknown
ENSG00000254500.1	RANP3
XLOC_009503	NotAvail
G014713	Unknown
G014714	Unknown
ENSG00000223202.1	RN7SKP297
ENSG00000054938.15	CHRDL2
ENSG00000279353.1	RP11-864N7.4
ENSG00000265902.1	MIR4696
ENSG00000241097.2	RP11-864N7.1
G014719	Unknown
ENSG00000227615.1	RP11-864N7.2
ENSG00000166439.5	RNF169
ENSG00000264095.1	AP000560.1
ENSG00000166435.15	XRRA1
ENSG00000278879.1	AP000560.3
ENSG00000242999.3	RN7SL239P
ENSG00000241170.2	RP11-147I3.1
G014725	Unknown
ENSG00000265344.1	AP001992.1
ENSG00000118363.11	SPCS2
ENSG00000200152.1	RNU6-216P
G014728	Unknown
XLOC_009217	NotAvail
ENSG00000162139.9	NEU3
G014731	Unknown
ENSG00000234611.1	OR2AT2P
ENSG00000213333.3	NPM1P50
ENSG00000171561.3	OR2AT4
CRCAG_020130	NotAvail
ENSG00000255395.1	CTD-2562J17.2
ENSG00000137491.14	SLCO2B1
ENSG00000254475.1	OR2AT1P
ENSG00000255136.2	CTD-2562J17.4
ENSG00000255460.1	ZDHHC20P3
G014739	Unknown
ENSG00000261594.3	TPBGL
ENSG00000137486.16	ARRB1
ENSG00000254429.1	CTD-2562J17.7
ENSG00000279117.1	CTD-2562J17.6
ENSG00000254963.1	CTD-2562J17.9
G014744	Unknown
ENSG00000199090.1	MIR326
G014745	Unknown
G014747	Unknown
ENSG00000149273.14	RPS3
ENSG00000206941.1	SNORD15A
ENSG00000207445.1	SNORD15B
ENSG00000149243.15	KLHL35
ENSG00000158555.14	GDPD5
ENSG00000281259.1	AP002815.1
ENSG00000254460.1	RP11-939C17.4
G014752	Unknown
G014753	Unknown
G014754	Unknown
G014755	Unknown
ENSG00000149257.13	SERPINH1
G014757	Unknown
ENSG00000255326.1	CTD-2530H12.4
ENSG00000171533.11	MAP6
ENSG00000255434.1	CTD-2530H12.8
G014761	Unknown
ENSG00000254630.1	CTD-2530H12.7
ENSG00000255280.1	CTD-2530H12.5
G014762	Unknown
G014763	Unknown
ENSG00000166391.14	MOGAT2
ENSG00000263993.2	RN7SL786P
ENSG00000281528.1	AP001922.1
G014766	Unknown
G014768	Unknown
ENSG00000247867.2	CTD-2530H12.1
ENSG00000062282.14	DGAT2
ENSG00000254826.1	CTD-2530H12.2
ENSG00000254814.1	RP11-535A19.1
ENSG00000255507.5	RP11-535A19.2
G014772	Unknown
ENSG00000198382.8	UVRAG
ENSG00000200256.1	Y_RNA
ENSG00000199362.1	Y_RNA
ENSG00000255255.1	PPP1R1AP1
ENSG00000255081.1	RP11-263C24.1
ENSG00000223013.1	RNA5SP344
ENSG00000254915.1	RP11-263C24.3
G014775	Unknown
ENSG00000255421.1	CTD-2011F17.2
G014777	Unknown
G014779	Unknown
G014780	Unknown
LCAG_011577	NotAvail
G014782	Unknown
CRCAG_020142	NotAvail
ENSG00000085741.12	WNT11
ENSG00000254933.1	RP11-619A14.2
G014783	Unknown
ENSG00000255362.1	RP11-619A14.3
G014785	Unknown
G014786	Unknown
G014787	Unknown
G014788	Unknown
G014789	Unknown
G014790	Unknown
G014791	Unknown
ENSG00000137492.7	PRKRIR
ENSG00000179240.8	RP11-111M22.2
G014794	Unknown
ENSG00000272301.1	RP11-111M22.4
ENSG00000271757.1	RP11-111M22.5
ENSG00000201756.1	Y_RNA
ENSG00000255135.3	RP11-111M22.3
ENSG00000158636.16	C11orf30
G014799	Unknown
G014800	Unknown
G014798	Unknown
G014801	Unknown
G014802	Unknown
ENSG00000254755.1	RP11-672A2.7
ENSG00000255479.1	RP11-672A2.6
ENSG00000255363.1	RP11-672A2.5
G014805	Unknown
ENSG00000254810.1	RP11-672A2.4
G014807	Unknown
ENSG00000236304.1	AP001189.4
ENSG00000137507.11	LRRC32
ENSG00000254975.1	RP11-672A2.3
ENSG00000204529.3	GUCY2EP
ENSG00000254761.1	RP11-672A2.1
XLOC_009221	NotAvail
ENSG00000254632.1	RP11-21L23.4
ENSG00000255100.1	RP11-21L23.3
ENSG00000182704.7	TSKU
G014816	Unknown
ENSG00000261578.1	RP11-21L23.2
G014817	Unknown
G014818	Unknown
G014820	Unknown
ENSG00000078124.11	ACER3
ENSG00000212030.1	AP002498.1
ENSG00000254988.1	CTD-2547H18.1
G014823	Unknown
G014825	Unknown
G014826	Unknown
G014827	Unknown
G014828	Unknown
G014822	Unknown
ENSG00000198488.10	B3GNT6
G014830	Unknown
G014831	Unknown
G014832	Unknown
ENSG00000149260.14	CAPN5
ENSG00000254550.1	OMP
ENSG00000137474.19	MYO7A
ENSG00000178795.9	GDPD4
ENSG00000224829.3	TOMM20P1
ENSG00000149269.9	PAK1
ENSG00000268635.2	RP11-739B23.1
G014841	Unknown
G014842	Unknown
ENSG00000074201.8	CLNS1A
ENSG00000238880.1	RNU7-59P
XLOC_009511	NotAvail
LOC646029	LOC646029
ENSG00000178301.3	AQP11
XLOC_009223	NotAvail
ENSG00000048649.13	RSF1
ENSG00000206816.1	Y_RNA
ENSG00000254985.1	RSF1-IT2
G014853	Unknown
ENSG00000227376.1	FTH1P16
ENSG00000255409.1	RSF1-IT1
ENSG00000219529.2	AP000580.1
ENSG00000087884.14	AAMDC
ENSG00000254459.1	RP11-91P24.7
ENSG00000254691.1	RP11-91P24.5
ENSG00000255449.1	RP11-91P24.6
ENSG00000241782.1	RP11-91P24.1
ENSG00000149262.16	INTS4
ENSG00000255115.2	RP11-91P24.3
G014863	Unknown
ENSG00000254829.1	RP11-7I15.3
ENSG00000151364.15	KCTD14
ENSG00000259112.1	NDUFC2-KCTD14
ENSG00000254675.1	RP11-7I15.4
ENSG00000151365.2	THRSP
ENSG00000151366.12	NDUFC2
G014870	Unknown
ENSG00000159063.12	ALG8
ENSG00000252494.1	RNU6-126P
ENSG00000246174.7	KCTD21-AS1
G014873	Unknown
G014874	Unknown
ENSG00000188997.7	KCTD21
ENSG00000118369.12	USP35
ENSG00000033327.12	GAB2
G014878	Unknown
G014879	Unknown
ENSG00000254420.1	RP11-452H21.1
G014880	Unknown
ENSG00000254649.1	RP11-452H21.2
G014881	Unknown
ENSG00000251323.2	RP11-452H21.4
ENSG00000137513.9	NARS2
G014884	Unknown
ENSG00000255084.1	RP11-843A23.1
ENSG00000252033.1	RNU6-311P
G014887	Unknown
ENSG00000254697.1	COPS8P3
G014888_grp1	Unknown
ENSG00000149256.14	TENM4
ENSG00000254563.1	RP11-673F18.1
G014888_grp2	Unknown
G014892	Unknown
ENSG00000266550.1	AP002958.1
G014893	Unknown
G014894	Unknown
ENSG00000255345.1	CTD-2337I7.1
ENSG00000254885.1	RP11-802F5.1
G014898	Unknown
G014899	Unknown
ENSG00000211997.1	MIR708
G014900	Unknown
ENSG00000266570.1	MIR5579
G014902	Unknown
G014903	Unknown
G014904	Unknown
XLOC_009227	NotAvail
ENSG00000255209.1	RP11-258O13.1
G014908	Unknown
G014909_grp1	Unknown
G014910	Unknown
ENSG00000221551.1	AP000478.1
ENSG00000279295.1	RP11-683O4.1
ENSG00000254471.1	RP11-885L14.1
G014912	Unknown
G014913	Unknown
CRCAG_019304	NotAvail
XLOC_009514	NotAvail
XLOC_009228	NotAvail
G014914	Unknown
XLOC_009229	NotAvail
ENSG00000254434.1	CTD-2555I5.1
G014917	Unknown
G014909_grp2	Unknown
ENSG00000200146.1	RNU6-544P
ENSG00000255014.1	ARL6IP1P3
G014919	Unknown
G014921	Unknown
ENSG00000255178.1	RP11-686G23.2
G014924_grp1	Unknown
ENSG00000254437.1	RP11-170L9.1
G014926	Unknown
G014924_grp2	Unknown
G014928	Unknown
G014924_grp3	Unknown
XLOC_009230	NotAvail
ENSG00000277854.1	AP003464.1
G014924_grp4	Unknown
G014929	Unknown
G014931	Unknown
G014934	Unknown
ENSG00000254747.1	RP11-664H7.1
ENSG00000255316.1	RP11-664H7.2
G014939	Unknown
ENSG00000275554.1	AP002802.1
XLOC_009516	NotAvail
ENSG00000270701.1	RP11-876F14.2
ENSG00000245832.6	RP11-179A16.1
ENSG00000264110.1	MIR4300
ENSG00000254511.1	RP11-876F14.1
G014945	Unknown
G014946	Unknown
G014947	Unknown
ENSG00000255246.1	RP11-179A16.2
G014950	Unknown
ENSG00000227097.5	RPS28P7
ENSG00000182103.4	FAM181B
G014953	Unknown
G014954	Unknown
ENSG00000255382.1	RP11-718B12.2
G014955	Unknown
ENSG00000255063.1	RP11-718B12.1
G014957	Unknown
G014958	Unknown
ENSG00000137509.10	PRCP
ENSG00000254441.1	RP11-718B12.5
ENSG00000165490.12	DDIAS
G014963	Unknown
ENSG00000242279.1	RP11-659G9.1
ENSG00000254698.1	RP11-659G9.3
ENSG00000137502.9	RAB30
G014968	Unknown
G014970	Unknown
ENSG00000254522.1	RP11-113K21.1
ENSG00000207221.1	SNORA70E
ENSG00000246067.7	RAB30-AS1
ENSG00000255503.1	RP11-113K21.4
G014972	Unknown
ENSG00000279900.1	RP11-113K21.6
ENSG00000255010.1	RP11-113K21.3
ENSG00000254965.1	C1DP5
ENSG00000255051.1	BCAS2P1
ENSG00000165494.10	PCF11
ENSG00000254676.1	RP11-727A23.4
ENSG00000247137.8	RP11-727A23.5
ENSG00000269939.1	RP11-727A23.11
ENSG00000137494.13	ANKRD42
ENSG00000255541.1	RP11-727A23.8
ENSG00000254551.1	RP11-727A23.7
ENSG00000241020.1	RP11-727A23.1
G014982	Unknown
ENSG00000137500.9	CCDC90B
ENSG00000255234.5	RP11-727A23.10
ENSG00000255003.1	CYCSP28
ENSG00000274004.1	H19_3
ENSG00000150672.16	DLG2
G014988	Unknown
G014990	Unknown
ENSG00000255311.5	RP11-160H12.2
ENSG00000254629.1	RP11-160H12.3
ENSG00000250257.1	LDHAL6DP
G014992	Unknown
G014993	Unknown
ENSG00000264838.1	AP003305.1
G014994	Unknown
G014996	Unknown
ENSG00000254713.2	HNRNPA1P72
ENSG00000240174.1	RP11-851M3.1
ENSG00000254787.1	CTD-2537O9.1
G014999	Unknown
G015000	Unknown
G015002	Unknown
ENSG00000274006.1	DLG2-AS1_1
ENSG00000276179.1	DLG2-AS1_2
ENSG00000255555.1	AP000857.3
G015004	Unknown
ENSG00000255396.2	AP000857.2
ENSG00000213305.3	HNRNPCP6
G015008	Unknown
ENSG00000254684.1	RP11-882I15.1
ENSG00000254897.1	RP11-482L11.1
ENSG00000206583.1	RNU6-1292P
ENSG00000171204.12	TMEM126B
ENSG00000171202.6	TMEM126A
ENSG00000137504.13	CREBZF
ENSG00000179071.4	CCDC89
ENSG00000137501.16	SYTL2
ENSG00000279742.1	RP11-700A24.1
ENSG00000150676.12	CCDC83
ENSG00000255005.1	RP11-90K17.2
ENSG00000254479.1	SLC25A1P1
G015018	Unknown
G015020	Unknown
G015021	Unknown
ENSG00000073921.17	PICALM
G015025	Unknown
ucsc_BC016143	BC016143
G015027	Unknown
ENSG00000200877.1	RNU6-560P
ENSG00000254699.1	RP11-12D16.2
G015030	Unknown
ENSG00000254502.1	FNTAL1
ENSG00000276669.1	Metazoa_SRP
ENSG00000074266.17	EED
ENSG00000273630.1	MIR6755
ENSG00000254783.1	RP11-320L11.2
G015034	Unknown
ENSG00000255222.1	SETP17
ENSG00000149196.15	C11orf73
ENSG00000239856.3	RN7SL225P
G015037	Unknown
ENSG00000149201.9	CCDC81
ENSG00000254733.1	RP11-317J19.1
ENSG00000254727.1	PTP4A1P6
ENSG00000278989.1	RP11-762L8.6
G015044	Unknown
ENSG00000151376.16	ME3
G015046	Unknown
G015047	Unknown
G015048	Unknown
G015042	Unknown
ENSG00000254731.1	CTD-2005H7.1
G015050	Unknown
ENSG00000255250.1	CTD-2005H7.2
G015051	Unknown
ENSG00000150687.11	PRSS23
ENSG00000271318.1	AP000654.5
ENSG00000197882.3	OR7E13P
ENSG00000269895.1	AP000654.4
ENSG00000255203.1	OR7E2P
ENSG00000255471.1	RP11-736K20.5
ENSG00000280339.1	RP11-736K20.4
ENSG00000174804.3	FZD4
ENSG00000246523.7	RP11-736K20.6
G015061	Unknown
G015062	Unknown
ENSG00000254748.1	HNRNPCP8
ENSG00000166575.16	TMEM135
ENSG00000277121.1	AP002967.1
ENSG00000254843.1	RP11-648O15.1
ENSG00000279836.1	RP11-648O15.2
ENSG00000213287.3	RP11-680L20.1
ENSG00000270510.1	RP11-777F6.3
ENSG00000254582.1	PSMA2P1
G015065	Unknown
G015068	Unknown
G015069	Unknown
XLOC_009242	NotAvail
G015071	Unknown
ENSG00000255391.1	CTD-2028E8.1
ENSG00000279701.1	CTD-2028E8.2
G015072	Unknown
ENSG00000278929.1	RP11-137O10.1
G015073	Unknown
ENSG00000223015.1	RNU6-1135P
ENSG00000255183.1	RP11-720D4.3
ENSG00000279341.1	RP11-720D4.2
G015070	Unknown
G015076	Unknown
ENSG00000254650.1	RP11-665E10.5
ENSG00000255022.1	RP11-665E10.1
ENSG00000279793.1	RP11-665E10.2
XLOC_009243	NotAvail
ENSG00000280307.1	RP11-665E10.4
ENSG00000254794.1	RP11-665E10.3
ENSG00000255516.1	RP11-164N3.1
ENSG00000255102.1	RP11-164N3.2
G015081	Unknown
ENSG00000255241.1	RP11-164N3.3
ENSG00000206690.1	Y_RNA
ENSG00000123892.11	RAB38
ENSG00000277712.1	5S_rRNA
ENSG00000279733.1	RP11-685B24.1
ENSG00000266581.1	MIR3166
G015086	Unknown
G015085	Unknown
ENSG00000109861.15	CTSC
XLOC_l2_002433	NotAvail
ucsc_BC038205	BC038205
ENSG00000249489.1	GAPDHP70
G015089	Unknown
ENSG00000255082.1	GRM5-AS1
ENSG00000168959.14	GRM5
ENSG00000207113.1	RNU6-16P
G015092	Unknown
ENSG00000221130.1	AP001482.1
ENSG00000077498.8	TYR
G015095	Unknown
ENSG00000197692.5	CBX3P7
ENSG00000279297.1	RP11-796A5.3
ENSG00000279603.1	RP11-796A5.4
ENSG00000086991.12	NOX4
G015097	Unknown
ENSG00000255295.1	RP11-745I13.1
ENSG00000279248.1	RP11-643G5.1
ENSG00000279697.1	RP11-643G5.2
ENSG00000255429.1	RP11-643G5.6
ENSG00000279045.1	RP11-643G5.7
ENSG00000279056.1	RP11-643G5.4
ENSG00000280201.1	RP11-643G5.5
ENSG00000134612.11	FOLH1B
ENSG00000255385.1	UBTFL10
ENSG00000279163.1	RP11-313I2.3
G015101	Unknown
ENSG00000214414.9	TRIM77
ENSG00000255486.1	RP11-313I2.13
ENSG00000255540.1	RP11-313I2.5
ENSG00000234376.4	UBTFL2
ENSG00000254971.1	RP11-313I2.11
ENSG00000255170.2	RP11-313I2.6
ENSG00000204456.4	RP11-313I2.10
ENSG00000254751.2	TRIM64DP
ENSG00000255162.1	RP11-358N4.3
ENSG00000255285.1	RP11-358N4.5
ENSG00000168930.13	TRIM49
G015109	Unknown
ENSG00000250946.2	RP11-358N4.6
ENSG00000166013.11	TRIM53BP
ENSG00000204455.7	TRIM51BP
ENSG00000254558.1	RP11-81M19.3
ENSG00000189253.7	TRIM64B
ENSG00000255235.1	RP11-313I2.8
ENSG00000254617.1	AP000648.3
ENSG00000254785.1	RP11-81M19.1
ENSG00000255055.1	MTND1P35
ENSG00000223417.8	TRIM49D1
ENSG00000233802.8	TRIM49D2
ENSG00000254818.1	RP11-529A4.4
ENSG00000278837.1	RP11-529A4.16
ENSG00000255360.1	RP11-529A4.15
ENSG00000254655.1	RP11-529A4.5
ENSG00000204450.7	TRIM64
ENSG00000255305.1	RP11-529A4.7
ENSG00000237706.4	TRIM51EP
ENSG00000225581.3	TRIM53AP
ENSG00000255184.1	RP11-313I2.7
ENSG00000204449.3	TRIM49C
ENSG00000254803.1	RP11-529A4.9
ENSG00000254916.1	RP11-529A4.12
ENSG00000223709.5	TRIM64EP
ENSG00000255011.1	RP11-529A4.10
ENSG00000254888.2	RP11-716D19.1
ENSG00000255009.4	UBTFL1
ENSG00000254436.1	AP000648.6
ENSG00000207299.1	SNORD56
ENSG00000279299.1	AP000648.4
ENSG00000077616.10	NAALAD2
G015130	Unknown
G015131	Unknown
ENSG00000280385.1	AP000648.5
ENSG00000110172.11	CHORDC1
ENSG00000280367.1	RP11-121L10.2
G015133	Unknown
G015134	Unknown
G015135	Unknown
ENSG00000261645.5	DISC1FP1
ENSG00000214391.3	TUBAP2
ENSG00000223101.1	AP002364.1
ENSG00000266703.1	MIR4490
G015137	Unknown
ENSG00000280430.1	RP11-660M18.1
G015138	Unknown
ENSG00000221586.1	MIR1261
G015136	Unknown
